data_hora_previsao,dia_previsao,vento,id_usina,id_modelo
2021-01-01T00:00:00Z,1,8.56,1,2
2021-01-01T00:30:00Z,1,8.35,1,2
2021-01-01T01:00:00Z,1,8.14,1,2
2021-01-01T01:30:00Z,1,7.925,1,2
2021-01-01T02:00:00Z,1,7.71,1,2
2021-01-01T02:30:00Z,1,7.5,1,2
2021-01-01T03:00:00Z,1,7.29,1,2
2021-01-01T03:30:00Z,1,7.145,1,2
2021-01-01T04:00:00Z,1,7,1,2
2021-01-01T04:30:00Z,1,6.855,1,2
2021-01-01T05:00:00Z,1,6.71,1,2
2021-01-01T05:30:00Z,1,6.565,1,2
2021-01-01T06:00:00Z,1,6.42,1,2
2021-01-01T06:30:00Z,1,6.025,1,2
2021-01-01T07:00:00Z,1,5.63,1,2
2021-01-01T07:30:00Z,1,5.24,1,2
2021-01-01T08:00:00Z,1,4.85,1,2
2021-01-01T08:30:00Z,1,4.455,1,2
2021-01-01T09:00:00Z,1,4.06,1,2
2021-01-01T09:30:00Z,1,4.03,1,2
2021-01-01T10:00:00Z,1,4,1,2
2021-01-01T10:30:00Z,1,3.965,1,2
2021-01-01T11:00:00Z,1,3.93,1,2
2021-01-01T11:30:00Z,1,3.9,1,2
2021-01-01T12:00:00Z,1,3.87,1,2
2021-01-01T00:00:00Z,2,8.27,1,2
2021-01-01T00:30:00Z,2,8.08,1,2
2021-01-01T01:00:00Z,2,7.89,1,2
2021-01-01T01:30:00Z,2,7.705,1,2
2021-01-01T02:00:00Z,2,7.52,1,2
2021-01-01T02:30:00Z,2,7.33,1,2
2021-01-01T03:00:00Z,2,7.14,1,2
2021-01-01T03:30:00Z,2,7.02,1,2
2021-01-01T04:00:00Z,2,6.9,1,2
2021-01-01T04:30:00Z,2,6.78,1,2
2021-01-01T05:00:00Z,2,6.66,1,2
2021-01-01T05:30:00Z,2,6.54,1,2
2021-01-01T06:00:00Z,2,6.42,1,2
2021-01-01T06:30:00Z,2,6.045,1,2
2021-01-01T07:00:00Z,2,5.67,1,2
2021-01-01T07:30:00Z,2,5.3,1,2
2021-01-01T08:00:00Z,2,4.93,1,2
2021-01-01T08:30:00Z,2,4.555,1,2
2021-01-01T09:00:00Z,2,4.18,1,2
2021-01-01T09:30:00Z,2,4.255,1,2
2021-01-01T10:00:00Z,2,4.33,1,2
2021-01-01T10:30:00Z,2,4.4,1,2
2021-01-01T11:00:00Z,2,4.47,1,2
2021-01-01T11:30:00Z,2,4.545,1,2
2021-01-01T12:00:00Z,2,4.62,1,2
