id_vertice,data_hora,vento
163,1979-01-01T00:00:00Z,7.19043949576348
163,1979-02-01T00:00:00Z,8.49538294703464
163,1979-03-01T00:00:00Z,7.71621234186451
163,1979-04-01T00:00:00Z,6.90903865478522
163,1979-05-01T00:00:00Z,5.76966842367464
163,1979-06-01T00:00:00Z,4.67566451375959
163,1979-07-01T00:00:00Z,4.99349647181953
163,1979-08-01T00:00:00Z,4.92477782467947
163,1979-09-01T00:00:00Z,5.20783444719674
163,1979-10-01T00:00:00Z,4.91974549706817
163,1979-11-01T00:00:00Z,5.94238435495222
163,1979-12-01T00:00:00Z,7.05280287592095
163,1980-01-01T00:00:00Z,8.37127619869539
163,1980-02-01T00:00:00Z,8.46937752938007
163,1980-03-01T00:00:00Z,8.30351458129521
163,1980-04-01T00:00:00Z,7.15572298076485
163,1980-05-01T00:00:00Z,6.47587462424037
163,1980-06-01T00:00:00Z,5.4203806071769
163,1980-07-01T00:00:00Z,4.59435732899425
163,1980-08-01T00:00:00Z,5.25916879348139
163,1980-09-01T00:00:00Z,4.98702048348217
163,1980-10-01T00:00:00Z,5.89931991606541
163,1980-11-01T00:00:00Z,6.20623204036557
163,1980-12-01T00:00:00Z,6.43372914732271
