data_hora_previsao,dia_previsao,vento,id_usina,id_modelo
2021-01-01T00:00:00Z,1,4.01,14,1
2021-01-01T00:30:00Z,1,2.995,14,1
2021-01-01T01:00:00Z,1,1.98,14,1
2021-01-01T01:30:00Z,1,1.835,14,1
2021-01-01T02:00:00Z,1,1.69,14,1
2021-01-01T02:30:00Z,1,1.58,14,1
2021-01-01T03:00:00Z,1,1.47,14,1
2021-01-01T03:30:00Z,1,1.455,14,1
2021-01-01T04:00:00Z,1,1.44,14,1
2021-01-01T04:30:00Z,1,1.84,14,1
2021-01-01T05:00:00Z,1,2.24,14,1
2021-01-01T05:30:00Z,1,2.57,14,1
2021-01-01T06:00:00Z,1,2.9,14,1
2021-01-01T06:30:00Z,1,2.94,14,1
2021-01-01T07:00:00Z,1,2.98,14,1
2021-01-01T07:30:00Z,1,2.715,14,1
2021-01-01T08:00:00Z,1,2.45,14,1
2021-01-01T08:30:00Z,1,2.06,14,1
2021-01-01T09:00:00Z,1,1.67,14,1
2021-01-01T09:30:00Z,1,1.65,14,1
2021-01-01T10:00:00Z,1,1.63,14,1
2021-01-01T10:30:00Z,1,1.81,14,1
2021-01-01T11:00:00Z,1,1.99,14,1
2021-01-01T11:30:00Z,1,2.935,14,1
2021-01-01T12:00:00Z,1,3.88,14,1
2021-01-01T00:00:00Z,2,2.16,14,1
2021-01-01T00:30:00Z,2,2.235,14,1
2021-01-01T01:00:00Z,2,2.31,14,1
2021-01-01T01:30:00Z,2,2.445,14,1
2021-01-01T02:00:00Z,2,2.58,14,1
2021-01-01T02:30:00Z,2,2.5,14,1
2021-01-01T03:00:00Z,2,2.42,14,1
2021-01-01T03:30:00Z,2,2.31,14,1
2021-01-01T04:00:00Z,2,2.2,14,1
2021-01-01T04:30:00Z,2,2.14,14,1
2021-01-01T05:00:00Z,2,2.08,14,1
2021-01-01T05:30:00Z,2,2.13,14,1
2021-01-01T06:00:00Z,2,2.18,14,1
2021-01-01T06:30:00Z,2,2.375,14,1
2021-01-01T07:00:00Z,2,2.57,14,1
2021-01-01T07:30:00Z,2,2.305,14,1
2021-01-01T08:00:00Z,2,2.04,14,1
2021-01-01T08:30:00Z,2,1.705,14,1
2021-01-01T09:00:00Z,2,1.37,14,1
2021-01-01T09:30:00Z,2,1.275,14,1
2021-01-01T10:00:00Z,2,1.18,14,1
2021-01-01T10:30:00Z,2,1.645,14,1
2021-01-01T11:00:00Z,2,2.11,14,1
2021-01-01T11:30:00Z,2,3.065,14,1
2021-01-01T12:00:00Z,2,4.02,14,1
