id_vertice,data_hora,vento
345,1979-01-01T00:00:00Z,7.55620862277638
345,1979-02-01T00:00:00Z,8.31840595644782
345,1979-03-01T00:00:00Z,7.98975923313504
345,1979-04-01T00:00:00Z,7.19741000382598
345,1979-05-01T00:00:00Z,5.94272206654388
345,1979-06-01T00:00:00Z,5.08111561118018
345,1979-07-01T00:00:00Z,5.28469846405769
345,1979-08-01T00:00:00Z,5.39231483999094
345,1979-09-01T00:00:00Z,6.01584893481716
345,1979-10-01T00:00:00Z,5.62472206933254
345,1979-11-01T00:00:00Z,6.36282163512684
345,1979-12-01T00:00:00Z,7.23696426742753
345,1980-01-01T00:00:00Z,8.3202533721734
345,1980-02-01T00:00:00Z,9.5412829443142
345,1980-03-01T00:00:00Z,8.45365334295179
345,1980-04-01T00:00:00Z,7.24113633945712
345,1980-05-01T00:00:00Z,6.65439140570683
345,1980-06-01T00:00:00Z,5.56193441994042
345,1980-07-01T00:00:00Z,5.02368158186998
345,1980-08-01T00:00:00Z,6.30632051492304
345,1980-09-01T00:00:00Z,5.83432625336291
345,1980-10-01T00:00:00Z,6.14929017088708
345,1980-11-01T00:00:00Z,6.23104854939598
345,1980-12-01T00:00:00Z,6.17764626738291
