id_vertice,data_hora,vento
1,1979-01-01T00:00:00Z,7.4121137934503
1,1979-02-01T00:00:00Z,8.92988251420224
1,1979-03-01T00:00:00Z,8.0135297228698
1,1979-04-01T00:00:00Z,7.20416469243326
1,1979-05-01T00:00:00Z,6.07562256184499
1,1979-06-01T00:00:00Z,4.60824975893042
1,1979-07-01T00:00:00Z,4.86186410455179
1,1979-08-01T00:00:00Z,4.81320316631838
1,1979-09-01T00:00:00Z,5.07721722500298
1,1979-10-01T00:00:00Z,4.82167234972975
1,1979-11-01T00:00:00Z,5.92750129991526
1,1979-12-01T00:00:00Z,7.30678961412507
1,1980-01-01T00:00:00Z,8.76643127993903
1,1980-02-01T00:00:00Z,8.65755462638188
1,1980-03-01T00:00:00Z,8.78664027041986
1,1980-04-01T00:00:00Z,7.5086279760253
1,1980-05-01T00:00:00Z,6.83895135811566
1,1980-06-01T00:00:00Z,5.48150296209398
1,1980-07-01T00:00:00Z,4.45676774904663
1,1980-08-01T00:00:00Z,5.14525665022827
1,1980-09-01T00:00:00Z,4.81072805417399
1,1980-10-01T00:00:00Z,5.87353393857278
1,1980-11-01T00:00:00Z,6.34437055941921
1,1980-12-01T00:00:00Z,6.67799706315236
