id_vertice,data_hora,vento
365,1979-01-01T00:00:00Z,7.22381031593852
365,1979-02-01T00:00:00Z,8.08972382091542
365,1979-03-01T00:00:00Z,7.8002544701969
365,1979-04-01T00:00:00Z,6.93586719753212
365,1979-05-01T00:00:00Z,5.60264620376578
365,1979-06-01T00:00:00Z,4.85982687019494
365,1979-07-01T00:00:00Z,5.12977180189119
365,1979-08-01T00:00:00Z,5.45843689488989
365,1979-09-01T00:00:00Z,5.82511719393933
365,1979-10-01T00:00:00Z,5.42835714630186
365,1979-11-01T00:00:00Z,6.38145150654121
365,1979-12-01T00:00:00Z,6.85601511449978
365,1980-01-01T00:00:00Z,8.17180961875639
365,1980-02-01T00:00:00Z,9.47292436674178
365,1980-03-01T00:00:00Z,8.19795466779616
365,1980-04-01T00:00:00Z,6.75378564352644
365,1980-05-01T00:00:00Z,5.70661543577222
365,1980-06-01T00:00:00Z,4.84533333739096
365,1980-07-01T00:00:00Z,4.68444080904479
365,1980-08-01T00:00:00Z,6.35185899506654
365,1980-09-01T00:00:00Z,6.10674947647431
365,1980-10-01T00:00:00Z,5.78563503337665
365,1980-11-01T00:00:00Z,5.73097162671937
365,1980-12-01T00:00:00Z,6.0303003687676
